latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,historical_flood_count,infrastructure_score,flood_occurrence_current_event
6.667949,79.79838,121,1427.2,0,0,465,1.0,0,7.6,120.5,0.91,0.48,-0.506,0,62,0
9.450539,81.059742,112,3180.7,0,1,802,18.4,0,25.9,471.0,0.428,0.179,0.129,0,56,0
6.081072,80.835143,3,32.5,0,1,265,8.7,0,143.1,61.3,0.929,0.485,-0.338,2,48,0
7.263206,81.661683,6,680.4,2,2,483,28.1,0,85.6,229.7,0.511,0.163,0.039,0,31,0
7.343991,81.886423,21,1504.8,3,3,456,37.8,0,123.3,223.9,0.645,0.362,-0.262,0,29,0
9.407957,80.413114,46,709.5,5,4,106,33.2,1,123.6,603.0,0.218,0.488,0.018,0,93,1
8.394381,81.682869,115,558.6,4,0,2763,51.6,1,19.6,181.4,0.535,0.052,0.56,0,62,0
9.922682,80.694923,73,1102.5,5,4,631,43.3,1,52.1,261.4,0.358,0.53,0.319,0,45,0
6.707059,81.597794,557,4185.0,2,3,798,1.7,0,29.6,488.7,0.753,0.06,-0.236,0,55,0
6.365854,80.548403,111,3437.2,6,4,401,1.0,0,0.1,178.7,0.539,0.23,0.292,2,50,0
9.733939,79.954528,14,1270.5,0,4,803,1.0,0,162.5,48.9,0.859,-0.27,0.113,0,24,0
7.037395,80.535248,95,1778.1,2,2,67,19.8,0,123.7,322.1,0.687,0.249,0.121,1,47,0
8.418984,81.39678,5,917.7,6,0,10,43.4,0,71.5,220.5,0.472,0.436,0.212,0,31,0
8.166447,80.994589,78,3730.1,0,1,511,41.4,0,29.4,552.9,0.237,0.3,0.137,0,47,0
9.098084,81.728728,0,1249.7,5,0,410,7.0,1,4.6,159.2,0.23,-0.176,-0.027,0,38,0
7.552963,80.599702,18,2282.5,2,2,10,12.0,0,79.4,395.6,0.47,0.59,0.03,1,48,1
9.247483,81.870356,72,2041.4,6,3,361,37.6,0,98.5,168.9,0.493,0.482,0.357,3,76,0
5.952918,81.093192,53,4456.7,1,2,325,1.0,0,168.4,162.6,0.236,-0.09,0.253,0,18,0
6.300887,81.103133,65,4258.2,4,1,768,40.2,0,37.3,117.0,0.804,0.454,0.218,1,46,0
6.232416,80.855566,54,2220.4,4,4,516,13.4,0,33.2,351.1,0.373,0.014,-0.537,0,47,0
6.629598,81.114149,97,1843.2,0,0,435,12.6,0,142.7,122.9,0.17,0.054,0.441,0,68,0
8.062595,80.269401,62,3533.3,4,3,2583,34.1,1,92.3,266.6,0.643,0.146,0.082,0,57,0
9.313622,80.511937,48,1619.7,5,2,569,37.2,1,5.1,135.1,0.545,0.368,0.237,0,95,0
7.238038,81.217249,35,1186.7,2,3,901,21.7,0,35.8,5.2,0.685,0.692,0.092,0,70,0
9.675622,79.947593,27,283.6,5,4,639,61.9,1,115.5,451.5,0.132,0.07,0.042,0,38,1
6.200352,80.080984,15,124.1,0,4,2356,95.0,1,179.5,146.2,0.594,-0.139,-0.289,0,64,1
6.963357,80.443774,31,2253.4,2,3,435,28.2,0,84.3,58.2,0.126,0.121,-0.184,0,64,0
9.194128,80.025692,145,4913.5,2,1,335,28.6,0,26.5,165.2,0.466,0.32,0.063,0,39,0
9.544326,79.848512,101,3508.1,3,3,872,39.2,0,38.5,129.8,0.439,0.473,-0.275,0,83,0
6.132251,81.733924,981,8596.4,4,2,192,16.7,0,92.3,495.3,0.641,-0.19,0.109,0,42,0
6.396118,80.003675,1035,8.9,6,0,345,36.0,0,52.8,202.5,0.125,0.105,1.0,1,43,0
7.953322,80.981133,108,2986.4,0,2,586,21.8,0,76.5,283.2,0.365,-0.078,0.104,0,27,0
8.08405,81.447907,5,1077.3,2,0,445,37.9,0,6.4,45.9,0.138,0.649,0.215,1,35,0
8.001242,80.687629,68,1095.0,0,1,205,24.9,0,25.0,405.4,0.571,0.44,-0.02,1,44,0
8.136162,81.830867,46,1967.8,0,0,457,23.2,0,39.8,122.6,0.872,0.443,0.388,0,38,0
6.540024,81.103047,74,697.7,1,4,10,27.3,0,74.5,71.9,0.463,0.108,0.03,0,53,0
8.248742,80.780354,900,287.4,5,4,991,60.1,1,38.0,495.6,0.11,-0.144,-0.059,0,47,0
9.18891,80.01126,9,270.9,2,2,829,23.2,0,26.2,83.1,0.639,0.674,-1.0,1,55,0
7.316311,81.368891,1,2314.4,0,4,390,11.7,0,68.9,290.1,0.397,0.022,-0.288,0,34,0
7.84643,81.698146,127,4502.5,4,3,985,12.4,0,44.7,246.7,0.943,-0.035,-0.147,0,23,0
9.222162,81.129123,65,677.0,0,1,1013,75.8,1,89.7,357.6,0.381,0.189,0.04,0,60,0
9.672218,81.823417,77,2248.9,3,2,232,52.6,0,122.3,590.3,0.2,0.019,0.264,0,48,1
8.389837,80.076499,13,489.1,3,0,68,10.3,0,5.4,169.5,0.457,0.116,0.06,1,66,0
9.710344,81.415876,221,213.5,4,2,1235,7.1,1,96.7,19.5,0.619,0.51,0.083,0,77,0
5.911993,81.376458,133,3575.4,3,3,717,19.4,0,29.4,327.6,0.33,0.499,0.059,0,68,0
9.813248,81.830279,42,1275.0,0,1,1065,29.7,1,40.8,69.5,0.236,0.048,-0.261,0,41,0
8.301675,81.329084,81,1635.5,3,1,516,28.5,0,34.9,343.0,0.466,0.598,-0.082,0,40,0
6.219372,80.002858,37,755.1,0,2,709,11.3,0,44.4,120.5,0.707,0.261,-0.38,0,67,0
9.44717,80.582438,61,719.2,2,0,540,1.0,0,27.5,300.3,0.33,0.339,0.038,0,58,0
8.135326,81.627373,8,819.5,3,1,781,40.2,0,110.2,16.6,0.416,0.716,-0.229,0,41,0
8.681734,80.848727,1,390.6,5,0,544,16.9,1,112.3,207.6,0.443,-0.165,0.155,0,44,1
9.072214,81.105436,10,3059.5,0,2,383,17.7,0,78.5,150.0,0.852,-0.426,0.007,0,19,0
9.879968,80.993266,17,393.7,3,2,1037,35.4,1,105.7,82.4,0.526,0.103,0.128,1,46,0
8.693955,80.555981,126,94.6,2,4,472,1.0,0,31.2,296.1,0.792,0.833,-0.354,0,17,0
7.8963,80.752671,22,4229.0,2,2,735,47.2,0,7.8,61.6,0.572,0.581,-0.292,0,68,0
7.235259,80.889341,92,1760.6,2,4,1546,52.9,1,54.6,359.6,0.224,-0.11,-0.263,0,20,0
7.838656,80.945936,892,2529.9,2,3,248,9.4,0,22.9,192.4,0.086,0.372,-0.326,0,62,0
8.237592,80.733633,44,4820.9,5,0,649,18.8,1,192.7,177.9,0.549,0.046,-0.556,0,13,0
6.281075,80.265576,94,3598.3,0,2,1544,43.9,1,6.9,62.9,0.287,-0.227,0.037,0,52,0
8.077922,80.436873,137,3960.0,4,4,522,1.6,0,31.2,334.0,0.303,0.14,0.266,0,61,0
7.322654,80.58613,414,2056.0,3,2,1979,50.7,1,61.4,396.2,0.391,0.235,-0.049,0,51,0
6.358938,79.967548,111,863.5,5,1,88,15.5,1,10.7,131.0,0.589,0.079,-0.286,0,31,0
9.699646,81.899359,84,169.6,0,1,2194,65.6,1,43.2,336.0,0.326,0.353,-0.003,1,38,0
9.560694,80.028032,113,1704.5,2,0,105,19.1,0,43.0,277.4,0.434,0.212,-0.452,0,46,0
8.992613,79.694546,39,1170.3,4,2,411,39.3,0,2.6,118.4,0.959,-0.001,-0.259,0,52,0
7.863107,80.173829,10,4007.8,5,1,915,17.8,1,47.2,156.8,0.66,0.355,-0.065,0,52,0
9.612445,80.640759,71,875.6,6,3,926,11.8,0,90.8,314.7,0.57,-0.203,0.168,1,35,0
7.446387,81.006802,77,538.1,5,3,712,11.7,1,153.5,318.1,0.365,0.411,0.118,0,40,0
6.449802,80.910453,29,1291.4,2,4,1024,1.0,1,135.7,166.4,0.116,0.251,0.174,1,74,0
6.398646,80.000372,92,696.7,0,3,614,54.2,0,79.8,120.4,0.526,0.096,-0.353,0,54,0
7.352487,81.77402,30,38.9,3,2,1064,39.0,1,148.9,402.1,0.502,0.294,0.163,1,42,1
9.560866,81.206681,161,314.9,2,2,463,12.6,0,139.1,4.6,0.342,0.426,-0.223,0,33,0
6.176389,81.296574,68,658.6,0,4,536,22.4,0,13.6,271.2,0.634,-0.309,0.043,0,49,0
9.017854,80.064042,88,419.0,5,1,391,26.4,1,136.4,133.1,0.603,-0.041,0.029,0,46,0
8.436612,79.746701,124,112.3,6,3,196,1.0,0,18.6,132.7,0.513,0.463,0.121,1,58,0
6.825773,80.253863,47,2169.4,4,2,1305,41.6,1,108.6,16.1,0.514,-0.416,0.097,0,26,0
6.401752,80.228115,152,3323.7,4,1,820,51.9,0,142.2,99.8,0.884,0.128,-0.068,0,53,0
7.839662,80.608613,25,2941.0,5,3,677,1.0,1,18.1,306.9,0.297,0.178,-0.084,0,73,0
6.205192,80.707578,13,1053.4,4,1,559,7.7,0,2.7,67.1,0.492,-0.475,-0.081,0,20,0
7.545522,81.331927,11,4420.1,0,4,846,28.8,0,109.0,208.0,0.702,0.284,0.209,0,72,0
6.745741,81.664498,95,2674.9,6,4,605,20.0,0,6.7,239.7,0.412,-0.092,0.097,0,33,0
8.778609,80.39439,60,2743.5,6,4,132,1.0,0,89.8,200.7,0.321,-0.123,0.091,1,65,0
7.317553,80.285312,68,550.4,6,3,213,20.8,0,166.9,111.4,0.33,0.382,0.26,0,30,0
9.424469,80.351333,18,1140.9,4,4,326,1.0,0,71.2,134.8,0.246,0.345,-0.275,0,27,0
7.146132,81.746292,87,2137.3,5,2,494,43.5,1,17.9,212.1,0.557,0.311,0.005,0,72,0
8.604332,80.901159,41,3248.2,0,2,988,2.3,0,20.4,7.5,0.452,0.14,-0.34,0,32,0
6.711672,79.710524,72,4713.9,0,3,453,13.5,0,65.7,80.2,0.476,-0.039,0.118,0,17,0
9.318209,80.276632,44,1563.2,6,3,393,44.3,0,33.0,227.1,0.479,0.175,0.041,0,76,0
8.23352,80.397057,39,2239.7,0,4,181,63.8,0,34.2,276.4,0.802,-0.414,0.183,0,45,0
7.849922,81.055512,412,2240.7,5,2,863,54.3,1,98.1,124.8,0.627,0.019,-0.224,0,73,0
8.675973,79.651364,467,885.9,6,1,1394,20.4,1,67.6,291.9,0.211,0.055,0.787,0,27,0
7.09623,80.29169,16,783.4,0,2,623,28.8,0,45.2,162.5,0.581,-0.353,-0.002,0,38,0
7.560234,81.84124,79,1570.7,4,4,650,11.3,0,52.0,272.5,0.422,0.02,-0.078,0,61,0
6.57541,81.413408,76,263.8,1,3,20,38.8,0,61.2,219.2,0.903,0.07,-0.226,0,82,0
7.70596,80.197884,59,1196.8,0,3,316,1.0,0,114.9,191.1,0.392,-0.192,0.157,0,74,0
6.501991,79.791452,21,1412.4,3,4,521,21.5,0,12.9,337.0,0.054,-0.195,0.673,0,31,0
9.626752,80.490473,35,3030.1,2,4,2337,34.9,1,71.2,147.4,0.654,0.412,0.17,0,8,0
6.908348,81.413998,41,4616.1,3,2,666,4.1,0,134.7,97.4,0.172,0.746,-0.173,0,57,0
8.84157,80.870824,80,714.3,5,0,157,13.7,1,86.2,394.8,0.277,-0.059,-0.078,0,46,0
6.274217,80.44266,53,5948.1,0,2,1332,69.1,1,48.5,58.8,0.359,-0.068,-0.209,0,39,0
9.056764,79.906454,113,2525.2,0,2,927,16.4,0,102.2,178.3,0.309,0.404,0.006,0,41,0
9.166333,81.390857,24,2880.2,4,1,337,8.6,0,136.5,565.4,0.734,-0.221,-0.021,0,41,0
9.853015,79.878654,67,1497.9,2,0,568,12.2,0,5.5,146.2,0.868,0.357,0.29,0,51,0
8.472918,79.721745,25,1955.0,1,3,489,12.7,0,101.7,300.9,0.48,0.129,0.035,0,34,0
7.970588,79.704771,132,1619.2,4,1,18,1.0,0,4.9,85.9,0.115,-0.022,-0.127,0,53,0
9.391513,80.673108,61,2679.8,5,0,773,47.5,1,73.1,310.5,0.441,0.163,0.18,0,53,0
7.211317,81.402676,21,552.5,0,1,292,3.2,0,123.4,333.2,0.359,0.343,0.091,0,31,1
6.046134,81.475748,149,1784.5,1,3,247,52.5,0,89.7,350.6,0.62,-0.071,0.674,0,34,0
8.745894,81.536878,24,899.9,0,4,456,20.6,0,46.5,284.3,0.625,0.506,0.235,0,42,0
9.763762,79.680593,93,2063.1,5,1,546,2.4,1,28.7,150.5,0.595,0.442,0.169,0,67,0
7.362747,79.977883,23,1737.4,3,2,551,3.2,0,50.6,424.1,0.376,0.222,-0.433,0,44,0
6.68881,80.694945,71,1444.9,3,3,10,20.9,0,76.8,229.5,0.855,-0.02,0.017,0,42,0
7.431295,81.819078,85,2696.6,5,0,61,11.3,1,35.4,340.9,0.771,0.457,-0.075,0,62,0
9.173598,80.047456,85,973.9,0,1,510,14.8,0,163.8,50.2,0.566,0.386,0.452,0,76,0
9.770045,81.330682,6,232.4,3,3,991,26.0,0,8.9,331.7,0.676,0.578,-0.153,2,69,0
7.381938,81.51185,76,990.1,2,4,143,26.8,0,47.9,453.6,0.391,0.192,0.033,0,52,0
7.8144,81.804451,81,623.5,6,2,724,28.4,0,92.4,272.6,0.585,0.446,0.232,0,42,0
6.36457,81.382809,4,2239.8,5,4,409,3.4,1,27.5,145.8,0.261,0.012,-0.296,1,66,0
7.899475,81.034504,81,517.2,0,1,434,16.8,0,133.4,11.5,0.878,-0.011,0.205,0,70,0
9.279577,81.883061,1473,185.8,6,2,615,31.4,0,100.7,232.3,0.863,0.037,0.502,1,45,0
8.864701,79.76532,60,1875.8,3,4,1544,61.3,1,12.2,167.1,0.027,0.353,0.134,0,25,0
6.551406,81.201681,234,175.9,6,2,574,1.0,0,103.8,162.3,0.505,-0.261,0.209,0,31,0
6.324174,81.239278,102,7539.8,3,4,236,27.6,0,200.0,424.3,0.855,0.554,-0.503,0,39,1
8.273717,81.188802,102,413.2,6,1,388,35.1,0,163.4,166.5,0.584,-0.126,-0.088,1,51,0
8.710273,81.774123,2,309.6,5,2,1760,25.2,1,37.8,169.1,0.165,0.165,-0.101,1,55,0
7.08625,80.69015,1088,247.4,4,2,1677,43.9,1,51.1,63.7,0.223,-0.231,-0.023,0,56,0
8.269189,81.648051,21,1083.8,5,1,522,6.1,1,69.7,335.0,0.719,-0.044,0.06,0,59,0
6.648749,80.766918,1071,3685.8,4,2,48,40.3,0,186.6,185.4,0.678,-0.214,-0.181,0,52,0
9.452603,81.355573,29,91.8,0,0,226,29.4,0,132.1,30.8,0.708,0.187,0.003,0,68,0
7.007152,81.571049,203,968.9,6,4,522,15.6,0,42.0,388.2,0.498,0.036,0.323,0,38,0
8.985553,81.091231,26,591.2,5,3,10,31.0,1,186.2,74.4,0.451,0.134,0.358,0,39,0
7.960065,80.88276,168,2011.0,0,0,401,37.6,0,147.7,5.3,0.091,0.196,0.066,0,53,0
7.097437,81.66524,417,2144.6,1,1,739,14.4,0,12.5,82.7,0.272,0.23,-0.485,0,52,0
9.598401,80.282435,23,1862.5,0,0,189,3.4,0,149.2,200.2,0.019,0.269,0.161,0,19,0
6.79492,80.089789,84,567.9,0,2,567,9.6,0,136.0,226.8,0.875,-0.01,-0.204,0,11,0
6.063082,79.920229,3,3344.2,4,0,277,11.9,0,82.6,356.8,0.669,0.139,-0.029,1,71,1
9.812444,79.778268,35,4114.8,6,4,158,21.7,0,202.4,146.3,0.058,0.294,0.052,1,46,1
8.092796,81.27625,66,3312.4,5,3,499,67.0,1,109.1,464.0,0.178,0.0,-0.391,0,66,0
7.466732,80.432654,63,463.8,4,4,10,31.8,0,32.8,358.9,0.32,0.118,0.017,0,42,0
6.157363,80.947492,89,1110.4,5,0,10,11.6,1,140.4,57.7,0.047,0.102,-0.294,0,34,0
6.655455,80.30235,98,833.1,2,1,265,31.4,0,1.1,200.6,0.336,0.399,0.072,0,5,0
6.361806,80.587419,5,1365.1,0,3,976,23.3,0,66.1,372.6,0.422,-0.011,-0.505,0,72,0
8.430433,80.467404,0,3244.7,0,3,931,35.5,0,1.7,81.6,0.382,0.193,-0.265,0,57,0
7.878574,81.106948,77,1205.0,4,4,230,10.4,0,73.7,78.3,0.743,0.083,0.12,0,15,0
9.587568,80.360183,57,3642.9,5,2,156,41.4,1,14.4,46.9,0.271,-0.119,-0.024,0,35,0
9.045174,80.5043,120,2774.6,0,0,938,25.2,0,82.1,424.9,0.821,-0.114,-0.072,0,25,0
8.853505,79.905,29,62.6,6,3,96,25.4,0,109.5,466.7,0.805,0.276,0.226,1,66,1
7.576578,80.766108,72,5691.4,0,2,461,54.7,0,148.5,211.7,0.266,0.526,0.019,0,65,0
6.282827,80.169639,94,386.4,4,4,10,54.2,0,53.0,180.4,0.666,0.329,0.227,0,41,0
9.928155,81.668152,35,4407.8,0,1,1009,1.0,1,59.5,251.9,0.698,-0.0,-0.07,0,20,0
9.823239,80.074281,56,5234.7,4,2,1454,30.8,1,90.8,31.3,0.832,-0.07,0.45,0,40,0
6.509748,80.625522,46,593.6,0,4,438,27.0,0,37.0,150.0,0.146,0.185,-0.375,0,58,0
6.217006,79.804117,78,1780.0,6,2,398,1.0,0,170.4,129.6,0.762,-0.246,0.049,0,14,0
9.497953,80.435004,96,1851.4,2,4,715,21.5,0,120.6,53.1,0.578,0.328,-0.52,0,32,0
8.474524,79.705614,30,675.9,5,3,1045,56.3,1,29.6,107.2,0.633,-0.416,0.15,0,66,0
7.677211,81.558913,73,2329.2,5,2,1619,61.2,1,44.7,212.3,0.606,-0.213,0.052,0,63,0
6.882129,81.875455,1118,958.8,4,4,1073,46.9,1,121.9,427.2,0.072,-0.061,0.133,0,35,1
8.641401,80.44431,35,1269.3,5,0,372,47.9,1,120.5,281.9,0.467,0.224,-0.289,0,60,0
8.054049,80.619019,9,4235.2,0,2,515,30.6,0,55.7,83.0,0.697,0.255,-0.428,0,31,0
7.884022,79.814912,55,222.4,4,1,295,15.8,0,53.1,140.9,0.766,0.348,-0.312,1,21,0
8.77196,80.87938,64,2547.6,0,4,238,49.4,0,106.0,23.6,0.451,-0.129,0.69,0,61,0
6.626586,79.925101,52,2561.1,4,2,89,35.7,0,40.9,88.9,0.778,-0.171,-0.079,0,87,0
7.341534,81.836714,925,610.0,5,2,672,1.8,1,91.1,297.2,0.32,0.189,-0.159,0,61,0
6.107019,80.901171,86,5960.1,0,4,739,32.3,0,140.8,73.8,0.607,0.247,-0.194,0,75,0
7.764457,80.942406,189,255.5,3,3,973,19.1,0,53.6,220.4,0.608,0.381,-0.165,0,5,0
7.713934,80.177743,118,866.7,5,4,474,35.6,1,148.1,172.7,0.571,0.202,0.061,0,62,0
9.653144,79.655164,53,1315.8,0,4,576,18.1,0,72.2,135.3,0.742,0.313,0.216,0,89,0
9.481701,80.702993,50,2141.2,3,1,1101,48.3,1,45.4,228.8,0.256,0.243,-0.337,0,28,0
7.033987,81.328894,125,4228.1,0,3,528,41.3,0,56.1,178.9,0.248,0.123,0.036,0,39,0
9.49995,79.858241,73,5471.0,2,1,10,19.4,0,76.1,410.1,0.481,-0.2,0.352,0,54,0
8.762216,80.591725,982,1394.2,0,1,794,6.3,0,13.1,184.9,0.433,0.104,0.087,0,69,0
7.742105,81.46806,102,3646.3,5,4,690,1.0,1,40.4,182.1,0.46,-0.242,-0.042,0,67,0
7.167311,80.941099,31,221.8,2,0,1586,47.7,1,36.5,142.9,0.515,0.189,-0.611,1,33,0
9.335887,80.427665,17,1675.9,5,0,229,33.6,1,9.5,192.6,0.248,-0.091,0.061,0,37,0
9.059518,81.189142,1,1761.3,5,1,490,1.0,1,49.0,108.1,0.041,-0.116,0.441,1,25,0
7.401537,80.318396,22,1231.0,3,0,119,20.4,0,16.7,141.0,0.781,0.431,-0.101,0,58,0
7.529189,81.264558,698,1237.5,4,4,500,28.4,0,9.7,190.5,0.342,0.07,-0.073,0,82,0
9.564116,79.802126,616,1547.0,2,3,1275,5.0,1,206.4,120.2,0.853,0.351,0.104,0,49,0
8.6317,79.790507,65,341.9,0,4,794,40.4,0,175.5,245.8,0.285,-0.252,0.229,0,46,1
6.033041,80.227577,46,1633.7,4,0,1687,26.1,1,122.2,337.9,0.28,-0.051,0.218,0,78,0
8.541349,80.703005,464,1228.6,5,1,2527,52.2,1,48.6,30.4,0.521,0.098,-0.094,0,12,0
6.772262,81.730888,29,3453.7,2,0,220,28.1,0,160.5,143.3,0.324,0.561,-0.197,0,25,0
7.304374,81.647685,24,539.3,0,0,305,4.6,0,90.5,37.3,0.481,0.034,0.141,0,59,0
9.37678,79.785545,52,107.1,5,2,349,60.1,1,39.0,14.0,0.667,0.225,0.335,0,49,0
7.725105,81.400135,130,4636.7,0,2,497,7.8,0,175.0,70.5,0.312,0.365,0.131,0,67,0
9.417274,80.378048,49,5630.8,2,3,491,14.5,0,200.5,69.7,0.829,0.668,-0.221,0,75,0
6.668879,81.392046,1,777.9,6,2,1812,59.4,1,37.0,249.2,0.791,0.475,0.603,0,71,0
8.18746,81.336941,2,1427.7,0,4,2254,28.0,1,141.8,165.9,0.409,0.08,-0.045,0,45,0
8.078301,80.757782,123,259.8,4,0,559,17.7,0,33.1,8.3,0.72,0.114,0.224,0,55,0
9.756437,79.776516,997,1451.8,3,3,1018,41.3,1,26.6,175.8,0.187,0.718,-0.157,0,46,0
7.048271,80.240073,104,8768.4,0,4,737,7.4,0,16.3,223.4,0.308,-0.025,-0.105,0,53,0
9.546695,80.819037,47,3389.6,0,0,572,46.7,0,166.0,82.5,0.965,0.069,-0.209,1,47,0
8.021411,81.299454,84,630.0,5,4,1282,53.5,1,176.1,242.4,0.253,-0.152,0.006,0,52,0
9.15473,80.519151,121,2341.6,0,4,84,15.5,0,41.1,333.1,0.342,0.107,0.069,0,62,0
8.212871,81.592891,126,4080.7,0,1,932,4.9,0,37.4,143.1,0.542,-0.075,-0.353,0,26,0
7.238148,81.815789,60,1208.4,1,4,877,25.6,0,14.4,426.8,0.174,0.552,-0.056,0,28,0
8.526454,81.16845,54,1050.0,1,0,575,20.3,0,95.1,317.9,0.311,-0.043,-0.595,0,5,0
7.723898,80.177743,65,1763.9,0,1,794,12.6,0,97.7,40.7,0.222,0.049,-0.339,0,41,0
6.344787,80.369085,30,146.8,5,3,356,2.1,1,30.3,234.0,0.228,0.269,0.563,0,37,0
6.029462,80.43077,44,1113.7,0,1,1059,9.3,1,126.5,357.4,0.154,0.16,-0.155,0,25,0
8.405936,79.947901,123,169.3,5,2,677,1.0,1,68.3,9.2,0.446,0.145,0.043,1,61,0
8.439616,81.476803,122,818.0,0,1,107,6.7,0,169.1,296.8,0.517,0.39,0.263,0,40,0
7.38418,81.640631,104,2168.3,1,2,36,6.8,0,91.1,28.8,0.511,-0.123,-0.145,0,44,0
8.017151,81.417252,14,823.1,5,4,258,1.0,1,128.9,383.2,0.378,0.266,0.454,0,17,0
8.678545,81.691646,54,1079.0,2,2,98,15.7,0,20.4,183.3,0.498,0.342,-0.509,0,65,0
6.43792,81.386104,91,4133.4,3,3,117,45.0,0,91.7,200.4,0.934,0.593,-0.195,0,59,0
8.323271,80.771225,81,1862.8,0,2,697,46.4,0,161.5,82.1,0.709,-0.097,0.63,0,61,0
8.488639,81.507895,1,3699.1,6,4,743,11.1,0,87.3,108.1,0.73,0.329,0.183,1,68,0
8.572109,79.907329,216,6103.0,4,1,834,8.8,0,69.0,306.1,0.318,-0.005,-0.274,0,26,0
6.734904,79.8749,1273,413.7,6,2,1506,40.1,1,76.3,157.3,0.924,0.255,0.193,0,45,0
6.925213,80.065374,63,3674.0,5,1,821,13.2,1,89.9,89.1,0.618,-0.156,0.039,0,39,0
6.256139,80.520663,111,1986.8,5,0,933,9.6,1,103.1,401.4,0.181,0.087,0.271,0,34,1
7.004302,81.660558,784,1192.5,0,2,353,54.4,0,159.9,279.1,0.225,0.113,-0.382,0,55,0
8.682866,80.957186,28,673.3,2,0,197,26.4,0,137.4,91.5,0.579,0.417,-0.016,0,46,0
8.00932,81.764985,418,4529.7,3,4,10,23.3,0,81.2,166.3,0.611,0.169,0.034,0,66,0
9.041174,80.62163,2,1011.0,1,1,85,41.0,0,6.7,523.6,0.844,0.24,-0.236,0,48,0
7.723119,80.944174,1,4629.5,1,1,496,14.1,0,175.8,243.5,0.325,-0.135,0.225,0,35,0
9.406685,81.696204,55,582.2,0,2,283,23.3,0,13.7,409.5,0.885,-0.234,0.325,0,57,0
8.839393,79.776656,83,445.6,5,4,127,1.9,1,77.9,79.7,0.315,0.287,-0.238,1,95,0
6.821728,81.705041,65,78.0,0,0,1058,34.8,1,182.3,448.8,0.111,-0.036,-0.02,0,24,1
7.72898,81.826465,591,92.2,5,4,1735,44.8,1,5.3,95.4,0.783,0.043,-0.433,0,49,0
6.321083,80.858913,98,1169.5,5,4,466,14.2,1,111.3,306.3,0.543,0.244,0.004,0,37,0
7.74337,81.47006,174,2260.0,2,1,503,12.1,0,16.1,12.2,0.332,0.378,-0.025,0,39,0
9.759896,81.071529,1238,3923.6,2,4,231,1.0,0,129.4,161.7,0.799,0.274,-0.148,0,50,0
6.780262,80.788861,70,1247.2,0,3,382,33.5,0,105.1,205.3,0.771,-0.196,0.196,0,5,0
9.340976,80.337412,50,1254.6,0,4,1870,67.0,1,48.6,468.7,0.35,-0.182,0.63,0,24,1
6.153777,80.330503,12,1608.3,2,4,300,23.4,0,116.6,106.1,0.549,0.227,0.198,0,34,0
9.240266,80.348059,56,4022.3,0,1,549,17.0,0,71.6,370.5,0.905,-0.309,0.055,0,69,0
7.34071,81.352004,101,1093.4,4,3,627,49.6,0,169.7,218.4,0.323,0.03,0.254,0,32,0
8.008236,81.047304,61,11134.2,4,2,378,25.7,0,85.3,78.0,0.63,-0.199,0.106,0,56,0
7.959377,81.169974,21,1010.7,5,0,549,45.9,1,154.0,176.0,0.521,-0.33,-0.019,0,35,0
9.814997,81.616826,11,2168.3,0,0,480,36.8,0,78.6,225.3,0.213,0.202,0.165,0,24,1
6.522957,80.426524,57,344.2,3,0,839,13.7,0,116.2,224.1,0.144,0.295,-0.064,0,29,0
8.926993,80.010502,42,2514.9,5,4,354,20.2,1,18.4,276.5,0.837,0.225,0.225,0,46,0
6.113796,80.784668,138,3766.8,4,4,1749,38.7,1,73.0,291.1,0.234,0.291,0.121,0,71,0
9.857262,80.00765,22,1187.1,6,1,258,7.8,0,186.5,55.2,0.474,0.436,0.106,0,53,0
7.775498,79.811407,8,281.8,0,4,833,19.6,0,47.4,351.0,0.899,0.228,-0.184,0,95,0
6.301029,80.016794,46,4205.8,3,2,1255,56.7,1,249.1,166.2,0.688,0.721,-0.549,0,61,0
9.064846,81.769066,145,640.8,6,3,554,26.6,0,11.8,344.6,0.677,0.513,0.732,0,26,0
6.711978,80.068945,1014,472.3,3,4,177,6.7,0,35.3,6.8,0.733,0.098,-0.079,0,30,0
6.860525,79.767526,1189,993.1,5,4,1344,38.9,1,93.9,132.7,0.584,0.114,-0.222,0,18,0
8.113362,79.79054,1009,465.0,2,2,369,24.8,0,161.6,5.5,0.406,0.172,0.083,1,12,0
7.924395,81.340715,698,1129.4,5,2,258,26.7,1,121.1,217.5,0.527,0.305,0.394,0,40,0
9.566412,80.113323,1094,2873.9,6,2,1112,25.6,1,152.3,176.3,0.661,0.013,0.252,0,28,0
6.136573,80.846993,93,3025.0,5,4,275,27.1,1,7.4,165.9,0.652,0.303,0.011,0,55,0
9.889415,80.727035,755,1668.2,0,1,1437,31.6,1,42.5,105.7,0.254,0.294,0.226,0,18,0
8.134146,80.211507,55,701.6,5,2,306,13.4,1,55.7,330.2,0.622,0.186,0.195,0,54,0
9.513111,81.561227,17,4827.9,2,4,230,22.0,0,48.5,45.9,0.141,1.0,-0.419,0,65,0
6.323555,80.952811,764,107.4,6,3,352,42.8,0,52.2,277.1,0.616,0.371,0.297,1,59,0
